,number-of-startind,capacity,mean-juvenile-mortality-prob,mean-adult-mortality-prob,cropland-movement-cost,woodland-movement-cost,angle-for-viewing-ponds-and-woodland,mortality-decrease-with-buffer,distance-for-viewing-ponds-and-woodland,movement-energy,mean-number-of-female-offspring
510,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,1.6279296875,92.98828125,0.17884765625000001,1.2958984375,501.5625,4.09765625
511,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,0.8955078125,161.30859375,0.17884765625000001,1.2958984375,501.5625,4.09765625
512,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,0.8955078125,92.98828125,0.19146484375,1.2958984375,501.5625,4.09765625
513,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,0.8955078125,92.98828125,0.17884765625000001,2.4580078125,501.5625,4.09765625
514,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,0.8955078125,92.98828125,0.17884765625000001,1.2958984375,901.5625,4.09765625
515,78.095703125,37.12890625,0.6876953124999999,0.202734375,4.87109375,0.8955078125,92.98828125,0.17884765625000001,1.2958984375,501.5625,5.88671875
516,78.095703125,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
517,40.009765625,37.12890625,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
518,40.009765625,23.65234375,0.6876953124999999,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
519,40.009765625,23.65234375,0.6560546875,0.202734375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
520,40.009765625,23.65234375,0.6560546875,0.146484375,4.87109375,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
521,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,0.8955078125,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
522,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,92.98828125,0.19146484375,2.4580078125,901.5625,5.88671875
523,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.17884765625000001,2.4580078125,901.5625,5.88671875
524,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,1.2958984375,901.5625,5.88671875
525,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,501.5625,5.88671875
526,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,4.09765625
527,40.009765625,23.65234375,0.6560546875,0.146484375,4.56640625,1.6279296875,161.30859375,0.19146484375,2.4580078125,901.5625,5.88671875
528,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
529,21.259765625,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
530,59.345703125,31.15234375,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
531,59.345703125,14.62890625,0.43105468750000003,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
532,59.345703125,14.62890625,0.4626953125,0.196484375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
533,59.345703125,14.62890625,0.4626953125,0.152734375,5.06640625,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
534,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,1.2529296875,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
535,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,78.80859375,0.13134765625,0.6708984375,301.5625,4.59765625
536,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.14396484375000002,0.6708984375,301.5625,4.59765625
537,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.5830078125,301.5625,4.59765625
538,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,4.59765625
539,59.345703125,14.62890625,0.4626953125,0.152734375,4.37109375,0.5205078125,175.48828125,0.13134765625,0.6708984375,301.5625,5.38671875
540,59.345703125,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
541,21.259765625,14.62890625,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
542,21.259765625,31.15234375,0.4626953125,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
543,21.259765625,31.15234375,0.43105468750000003,0.152734375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
544,21.259765625,31.15234375,0.43105468750000003,0.196484375,4.37109375,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
545,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,0.5205078125,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
546,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,175.48828125,0.14396484375000002,0.5830078125,301.5625,5.38671875
547,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.13134765625,0.5830078125,301.5625,5.38671875
548,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.6708984375,301.5625,5.38671875
549,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
550,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,4.59765625
551,21.259765625,31.15234375,0.43105468750000003,0.196484375,5.06640625,1.2529296875,78.80859375,0.14396484375000002,0.5830078125,301.5625,5.38671875
552,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
553,58.759765625,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
554,21.845703125,16.15234375,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
555,21.845703125,29.62890625,0.5810546875,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
556,21.845703125,29.62890625,0.6126953125,0.296484375,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
557,21.845703125,29.62890625,0.6126953125,0.25273437499999996,4.06640625,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
558,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,0.5029296875,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
559,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,133.80859375,0.03634765625,1.9208984375,701.5625,5.59765625
560,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.04896484375,1.9208984375,701.5625,5.59765625
561,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.8330078125,701.5625,5.59765625
562,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,5.59765625
563,21.845703125,29.62890625,0.6126953125,0.25273437499999996,5.37109375,1.2705078125,120.48828125,0.03634765625,1.9208984375,701.5625,4.38671875
564,21.845703125,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
565,58.759765625,29.62890625,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
566,58.759765625,16.15234375,0.6126953125,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
567,58.759765625,16.15234375,0.5810546875,0.25273437499999996,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
568,58.759765625,16.15234375,0.5810546875,0.296484375,5.37109375,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
569,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,1.2705078125,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
570,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,120.48828125,0.04896484375,1.8330078125,701.5625,4.38671875
571,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.03634765625,1.8330078125,701.5625,4.38671875
572,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.9208984375,701.5625,4.38671875
573,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
574,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,5.59765625
575,58.759765625,16.15234375,0.5810546875,0.296484375,4.06640625,0.5029296875,133.80859375,0.04896484375,1.8330078125,701.5625,4.38671875
576,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
577,44.697265625,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
578,17.158203125,21.77734375,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
579,17.158203125,20.25390625,0.41230468750000004,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
580,17.158203125,20.25390625,0.4439453125,0.10898437500000001,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
581,17.158203125,20.25390625,0.4439453125,0.21523437499999998,5.69140625,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
582,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.9091796875,141.11328125,0.09572265625,2.3896484375,251.5625,5.72265625
583,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,113.18359375,0.09572265625,2.3896484375,251.5625,5.72265625
584,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.08458984374999999,2.3896484375,251.5625,5.72265625
585,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,1.0517578125,251.5625,5.72265625
586,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,551.5625,5.72265625
587,17.158203125,20.25390625,0.4439453125,0.21523437499999998,4.24609375,1.5517578125,141.11328125,0.09572265625,2.3896484375,251.5625,5.76171875
588,17.158203125,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
589,44.697265625,20.25390625,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
590,44.697265625,21.77734375,0.4439453125,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
591,44.697265625,21.77734375,0.41230468750000004,0.21523437499999998,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
592,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,4.24609375,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
593,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.5517578125,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
594,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,141.11328125,0.08458984374999999,1.0517578125,551.5625,5.76171875
595,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.09572265625,1.0517578125,551.5625,5.76171875
596,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,2.3896484375,551.5625,5.76171875
597,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,251.5625,5.76171875
598,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.72265625
599,44.697265625,21.77734375,0.41230468750000004,0.10898437500000001,5.69140625,1.9091796875,113.18359375,0.08458984374999999,1.0517578125,551.5625,5.76171875
600,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
601,7.197265625,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
602,54.658203125,36.77734375,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
603,54.658203125,35.25390625,0.5623046875,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
604,54.658203125,35.25390625,0.5939453125,0.208984375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
605,54.658203125,35.25390625,0.5939453125,0.115234375,4.69140625,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
606,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,1.1591796875,86.11328125,0.19072265625,1.1396484375,651.5625,4.72265625
607,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,168.18359375,0.19072265625,1.1396484375,651.5625,4.72265625
608,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.17958984375,1.1396484375,651.5625,4.72265625
609,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,2.3017578125,651.5625,4.72265625
610,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,951.5625,4.72265625
611,54.658203125,35.25390625,0.5939453125,0.115234375,5.24609375,0.8017578125,86.11328125,0.19072265625,1.1396484375,651.5625,4.76171875
612,54.658203125,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
613,7.197265625,35.25390625,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
614,7.197265625,36.77734375,0.5939453125,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
615,7.197265625,36.77734375,0.5623046875,0.115234375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
616,7.197265625,36.77734375,0.5623046875,0.208984375,5.24609375,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
617,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,0.8017578125,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
618,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,86.11328125,0.17958984375,2.3017578125,951.5625,4.76171875
619,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.19072265625,2.3017578125,951.5625,4.76171875
620,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,1.1396484375,951.5625,4.76171875
621,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,651.5625,4.76171875
622,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.72265625
623,7.197265625,36.77734375,0.5623046875,0.208984375,4.69140625,1.1591796875,168.18359375,0.17958984375,2.3017578125,951.5625,4.76171875
624,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
625,25.947265625,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
626,73.408203125,14.27734375,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
627,73.408203125,12.75390625,0.4873046875,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
628,73.408203125,12.75390625,0.5189453125,0.258984375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
629,73.408203125,12.75390625,0.5189453125,0.265234375,5.19140625,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
630,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,0.7841796875,168.61328125,0.14322265625,0.5146484375,851.5625,4.22265625
631,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,85.68359375,0.14322265625,0.5146484375,851.5625,4.22265625
632,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.13208984375,0.5146484375,851.5625,4.22265625
633,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,1.6767578125,851.5625,4.22265625
634,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,351.5625,4.22265625
635,73.408203125,12.75390625,0.5189453125,0.265234375,5.74609375,1.1767578125,168.61328125,0.14322265625,0.5146484375,851.5625,4.26171875
636,73.408203125,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
637,25.947265625,12.75390625,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
638,25.947265625,14.27734375,0.5189453125,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
639,25.947265625,14.27734375,0.4873046875,0.265234375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
640,25.947265625,14.27734375,0.4873046875,0.258984375,5.74609375,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
641,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,1.1767578125,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
642,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,168.61328125,0.13208984375,1.6767578125,351.5625,4.26171875
643,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.14322265625,1.6767578125,351.5625,4.26171875
644,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,0.5146484375,351.5625,4.26171875
645,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,851.5625,4.26171875
646,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.22265625
647,25.947265625,14.27734375,0.4873046875,0.258984375,5.19140625,0.7841796875,85.68359375,0.13208984375,1.6767578125,351.5625,4.26171875
648,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
649,63.447265625,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
650,35.908203125,29.27734375,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
651,35.908203125,27.75390625,0.6373046874999999,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
652,35.908203125,27.75390625,0.6689453125,0.158984375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
653,35.908203125,27.75390625,0.6689453125,0.165234375,4.19140625,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
654,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.5341796875,113.61328125,0.04822265625,1.7646484375,451.5625,5.22265625
655,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,140.68359375,0.04822265625,1.7646484375,451.5625,5.22265625
656,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.037089843750000004,1.7646484375,451.5625,5.22265625
657,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,2.9267578125,451.5625,5.22265625
658,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,751.5625,5.22265625
659,35.908203125,27.75390625,0.6689453125,0.165234375,4.74609375,1.9267578125,113.61328125,0.04822265625,1.7646484375,451.5625,5.26171875
660,35.908203125,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
661,63.447265625,27.75390625,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
662,63.447265625,29.27734375,0.6689453125,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
663,63.447265625,29.27734375,0.6373046874999999,0.165234375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
664,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.74609375,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
665,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.9267578125,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
666,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,113.61328125,0.037089843750000004,2.9267578125,751.5625,5.26171875
667,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.04822265625,2.9267578125,751.5625,5.26171875
668,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,1.7646484375,751.5625,5.26171875
669,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,451.5625,5.26171875
670,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.22265625
671,63.447265625,29.27734375,0.6373046874999999,0.158984375,4.19140625,1.5341796875,140.68359375,0.037089843750000004,2.9267578125,751.5625,5.26171875
672,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
673,72.822265625,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
674,26.533203125,10.52734375,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
675,26.533203125,16.50390625,0.5998046875,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
676,26.533203125,16.50390625,0.5564453125,0.18398437499999998,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
677,26.533203125,16.50390625,0.5564453125,0.190234375,4.44140625,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
678,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3466796875,154.86328125,0.11947265624999999,0.8271484375,751.5625,4.47265625
679,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,126.93359375,0.11947265624999999,0.8271484375,751.5625,4.47265625
680,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.10833984375,0.8271484375,751.5625,4.47265625
681,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.7392578125,751.5625,4.47265625
682,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,451.5625,4.47265625
683,26.533203125,16.50390625,0.5564453125,0.190234375,4.99609375,1.3642578125,154.86328125,0.11947265624999999,0.8271484375,751.5625,5.51171875
684,26.533203125,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
685,72.822265625,16.50390625,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
686,72.822265625,10.52734375,0.5564453125,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
687,72.822265625,10.52734375,0.5998046875,0.190234375,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
688,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.99609375,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
689,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3642578125,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
690,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,154.86328125,0.10833984375,0.7392578125,451.5625,5.51171875
691,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.11947265624999999,0.7392578125,451.5625,5.51171875
692,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.8271484375,451.5625,5.51171875
693,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,751.5625,5.51171875
694,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,4.47265625
695,72.822265625,10.52734375,0.5998046875,0.18398437499999998,4.44140625,1.3466796875,126.93359375,0.10833984375,0.7392578125,451.5625,5.51171875
696,64.033203125,31.50390625,0.40644531250000004,0.290234375,5.99609375,0.6142578125,99.86328125,0.024472656250000002,2.0771484375,351.5625,5.47265625
697,35.322265625,31.50390625,0.40644531250000004,0.290234375,5.99609375,0.6142578125,99.86328125,0.024472656250000002,2.0771484375,351.5625,5.47265625
698,64.033203125,25.52734375,0.40644531250000004,0.290234375,5.99609375,0.6142578125,99.86328125,0.024472656250000002,2.0771484375,351.5625,5.47265625
699,64.033203125,31.50390625,0.4498046875,0.290234375,5.99609375,0.6142578125,99.86328125,0.024472656250000002,2.0771484375,351.5625,5.47265625
